"","columna1","columna2"
"1",9.00840255029733,"e"
"2",8.92008991246761,"e"
"3",10.9640395188467,"e"
"4",10.7356497342865,"e"
"5",5.90131445049914,"e"
"6",13.0811469114388,"e"
"7",11.4994514719704,"e"
"8",15.8324147462967,"e"
"9",12.3703964761022,"e"
"10",10.106081382076,"e"
"11",16.5947822939162,"e"
"12",16.664452047831,"e"
"13",8.56257636741964,"e"
"14",11.9380639119108,"e"
"15",10.5775061627357,"e"
"16",11.374102293108,"e"
"17",11.4550854571376,"e"
"18",8.4761990742619,"e"
"19",11.5711791604851,"e"
"20",14.4984947262836,"e"
"21",10.6718199917304,"e"
"22",10.6741465786031,"e"
"23",13.7971440126749,"e"
"24",12.7967924813659,"e"
"25",7.70301036323743,"e"
"26",11.4571139465244,"e"
"27",14.3070944693555,"e"
"28",13.8305526998383,"e"
"29",11.8399032076285,"e"
"30",12.4424416142258,"e"
"31",8.60612957562263,"e"
"32",11.6002631337627,"e"
"33",9.09110212962436,"e"
"34",10.0839638638061,"e"
"35",12.8712073675592,"e"
"36",8.72621377661771,"e"
"37",11.5338365017461,"e"
"38",11.8566640789431,"e"
"39",11.1098239396793,"e"
"40",14.6443776436708,"e"
"41",8.9553053428495,"e"
"42",12.2122605228712,"e"
"43",10.8221388650987,"e"
"44",10.4783355123322,"e"
"45",11.9281824677048,"e"
"46",8.95919881863214,"e"
"47",8.37309816696319,"e"
"48",10.0110382490332,"e"
"49",14.5035142995109,"e"
"50",11.111529549225,"e"
"51",11.6628687964558,"e"
"52",10.6203067246449,"e"
"53",11.9409854639077,"e"
"54",9.09664091396571,"e"
"55",13.3158209331373,"e"
"56",12.1694105204827,"e"
"57",9.38709435461659,"e"
"58",11.109106491624,"e"
"59",12.4326632389982,"e"
"60",12.1154619641092,"e"
"61",13.9638680317538,"e"
"62",9.7740244902103,"e"
"63",13.2322732309808,"e"
"64",13.0730960198824,"e"
"65",10.6750337361943,"e"
"66",9.04814661435623,"e"
"67",8.82170961823097,"e"
"68",11.9155739158899,"e"
"69",10.8577465325582,"e"
"70",14.5582053337029,"e"
"71",12.0702759209924,"e"
"72",10.256110249673,"e"
"73",8.94891550300577,"e"
"74",9.8351966507895,"e"
"75",11.6857767857947,"e"
"76",10.0981307058867,"e"
"77",12.0284602404614,"e"
"78",10.3313238956604,"e"
"79",10.788880182411,"e"
"80",9.53898065438434,"e"
"81",14.8100871698174,"e"
"82",11.6652434629408,"e"
"83",11.4612672809989,"e"
"84",7.61627517023187,"e"
"85",12.3195837990987,"e"
"86",8.95275282224058,"e"
"87",9.21695685129141,"e"
"88",12.8366823420433,"e"
"89",10.0945987069835,"e"
"90",7.50325543999364,"e"
"91",14.5398082197787,"e"
"92",6.24518614921496,"e"
"93",12.1456230597192,"e"
"94",13.0344984981692,"e"
"95",9.73806426667893,"e"
"96",11.8885741028231,"e"
"97",11.8782607767771,"e"
"98",13.081246305829,"e"
"99",11.968198775905,"e"
"100",10.510232441815,"e"
