"","columna1","columna2"
"1",7.71256668972409,"c"
"2",5.68397958410104,"c"
"3",8.71040441012838,"c"
"4",9.30587245111723,"c"
"5",7.55254911308667,"c"
"6",7.28820932492437,"c"
"7",6.84874983844032,"c"
"8",11.3228316926056,"c"
"9",7.55263106427159,"c"
"10",6.68341194260011,"c"
"11",1.98416439560549,"c"
"12",3.86943646993893,"c"
"13",6.84465359877887,"c"
"14",7.4125880896862,"c"
"15",7.55374491772323,"c"
"16",8.64301356089724,"c"
"17",6.61169518135909,"c"
"18",9.42917758896512,"c"
"19",5.15696791426084,"c"
"20",4.58311455911387,"c"
"21",4.54202764489237,"c"
"22",8.48459404837304,"c"
"23",6.83416011532155,"c"
"24",8.579635843641,"c"
"25",6.46458715688583,"c"
"26",5.81621579557437,"c"
"27",6.26329484974699,"c"
"28",3.29476635151654,"c"
"29",4.66076947917177,"c"
"30",4.1159307072831,"c"
"31",9.1086445439507,"c"
"32",5.8053398172744,"c"
"33",8.57891970558036,"c"
"34",10.0329812033839,"c"
"35",6.61645038178012,"c"
"36",7.5677578127047,"c"
"37",3.49786496120784,"c"
"38",5.36266044496039,"c"
"39",7.11242969876568,"c"
"40",7.59817380667231,"c"
"41",5.48120376540224,"c"
"42",12.3697179984536,"c"
"43",6.08321972181522,"c"
"44",7.12848711326008,"c"
"45",8.29958373430703,"c"
"46",6.94796273045201,"c"
"47",5.71286522594577,"c"
"48",9.09061132792661,"c"
"49",10.2310906464144,"c"
"50",6.94061205790033,"c"
"51",8.12453469080613,"c"
"52",6.80517500299474,"c"
"53",9.03291043540432,"c"
"54",4.68766521148029,"c"
"55",11.641720447989,"c"
"56",5.79293750442332,"c"
"57",4.08230117112381,"c"
"58",6.29816434561386,"c"
"59",7.29341696829,"c"
"60",10.2472424153605,"c"
"61",8.82241935354264,"c"
"62",7.28491686409157,"c"
"63",4.22103295202368,"c"
"64",5.26792451065577,"c"
"65",6.67343013554141,"c"
"66",12.1060522269212,"c"
"67",3.27954485156317,"c"
"68",9.26210930369204,"c"
"69",5.94553148553216,"c"
"70",10.3319817999748,"c"
"71",4.72159872005319,"c"
"72",7.28724646932549,"c"
"73",4.8008981165945,"c"
"74",8.80703285272335,"c"
"75",9.96755897747617,"c"
"76",10.9014420128023,"c"
"77",8.59520131517904,"c"
"78",10.6865325091556,"c"
"79",9.49284781732329,"c"
"80",6.73625017635197,"c"
"81",7.9540744765694,"c"
"82",5.05601157704813,"c"
"83",6.62959566119801,"c"
"84",9.44192741669764,"c"
"85",8.0825682869647,"c"
"86",7.91471466325066,"c"
"87",4.92373792062559,"c"
"88",5.79097353933177,"c"
"89",5.47078797249286,"c"
"90",7.790591740027,"c"
"91",5.01898473906688,"c"
"92",8.1240827801981,"c"
"93",4.76716717613292,"c"
"94",10.6570609162707,"c"
"95",7.92118269895621,"c"
"96",5.59799277549346,"c"
"97",7.48209186500245,"c"
"98",6.29509360154409,"c"
"99",7.74229591951931,"c"
"100",7.4870654375206,"c"
